driver_age,driver_gender,driving_experience_years,accident_history_count,license_points,vehicle_type,vehicle_age_years,vehicle_value_brl,annual_mileage_km,usage_type,region,city_size,coverage_type,has_deductible,monthly_insurance_cost
30,F,10,1,2,Sports,11,197838,14756,Uber,Norte,Media,Intermediária,1,1844.05
30,M,12,1,4,SUV,13,76658,8540,Pessoal,Sul,Pequena,Básica,1,198.44
35,M,15,0,2,Hatchback,12,20000,14327,Trabalho,Centro-Oeste,Grande,Completa,1,150.0
49,M,31,0,0,Pickup,2,114248,15540,Pessoal,Centro-Oeste,Pequena,Básica,1,323.05
49,F,30,2,0,SUV,0,146959,12257,Trabalho,Sul,Grande,Completa,1,1379.36
52,M,34,0,0,SUV,1,153201,21533,Pessoal,Sul,Media,Intermediária,1,657.15
56,M,38,2,0,SUV,13,83382,16720,Pessoal,Nordeste,Grande,Intermediária,0,567.85
63,M,45,1,10,SUV,5,131844,6624,Trabalho,Sudeste,Media,Intermediária,1,1253.88
69,M,49,2,6,Sports,4,234999,12661,Pessoal,Centro-Oeste,Media,Intermediária,0,3000.0
46,F,26,2,0,Pickup,0,116376,23958,Pessoal,Sudeste,Grande,Completa,0,1512.23
66,M,46,0,2,Sedan,0,88905,25812,Pessoal,Centro-Oeste,Grande,Básica,1,415.16
46,M,27,1,4,Sedan,10,23476,12529,Pessoal,Sudeste,Media,Completa,1,150.0
61,F,42,3,0,SUV,3,144089,25653,Pessoal,Sudeste,Pequena,Intermediária,1,1533.99
33,F,15,1,0,Sedan,11,20000,29153,Trabalho,Sudeste,Grande,Intermediária,1,150.0
61,M,42,4,0,Hatchback,14,20000,18654,Uber,Nordeste,Grande,Intermediária,1,272.66
64,F,46,1,2,Sedan,3,67458,7108,Pessoal,Sudeste,Grande,Básica,1,320.65
27,F,9,0,8,SUV,14,70027,8947,Pessoal,Sul,Pequena,Intermediária,0,363.87
47,F,29,0,2,Sedan,5,56164,12899,Pessoal,Norte,Grande,Completa,1,150.0
42,M,23,4,0,SUV,5,121548,18372,Pessoal,Nordeste,Grande,Básica,0,860.93
56,F,36,0,0,Hatchback,9,20000,9914,Pessoal,Sul,Media,Intermediária,1,150.0
37,M,18,3,4,SUV,13,76264,11667,Trabalho,Norte,Media,Intermediária,0,622.27
22,M,4,3,4,Minivan,5,74047,7263,Pessoal,Centro-Oeste,Grande,Intermediária,0,848.6
18,M,0,0,2,Sports,0,252217,8815,Pessoal,Sul,Pequena,Básica,1,1688.43
47,M,28,0,2,SUV,9,101587,5577,Uber,Sul,Media,Intermediária,1,358.44
66,F,48,2,0,Sedan,8,36577,20029,Uber,Centro-Oeste,Media,Completa,1,421.03
20,M,2,0,4,Pickup,10,77635,21806,Entrega,Nordeste,Grande,Básica,0,947.71
62,M,43,2,4,Sports,6,222796,7763,Trabalho,Sul,Pequena,Intermediária,1,2479.68
31,F,12,1,0,Pickup,6,83870,22613,Uber,Sudeste,Grande,Intermediária,1,801.98
47,M,28,1,4,Sedan,10,21326,20645,Pessoal,Sudeste,Grande,Intermediária,1,150.0
67,M,49,2,0,Minivan,6,69217,24560,Pessoal,Sudeste,Grande,Intermediária,1,661.52
21,M,3,0,0,Sedan,1,81745,13945,Pessoal,Sul,Media,Intermediária,0,457.05
35,M,15,1,0,Hatchback,1,62602,22071,Trabalho,Sul,Media,Básica,1,305.3
54,M,34,0,0,Sports,5,215605,22106,Uber,Centro-Oeste,Media,Completa,0,3000.0
42,F,23,0,0,Sedan,6,58054,18854,Pessoal,Nordeste,Grande,Completa,0,368.19
65,M,45,1,0,Sports,2,243003,22130,Trabalho,Sudeste,Media,Básica,0,2794.25
18,M,0,2,2,SUV,12,90489,25721,Trabalho,Sudeste,Media,Intermediária,1,1773.19
63,F,43,0,0,Minivan,3,92661,7712,Uber,Sudeste,Grande,Completa,1,949.57
32,F,14,1,0,Sedan,13,21782,22091,Trabalho,Sudeste,Pequena,Completa,1,169.85
26,M,7,1,0,Minivan,11,48487,20857,Entrega,Norte,Grande,Completa,1,399.68
32,F,13,0,2,Sedan,2,78556,13626,Pessoal,Nordeste,Media,Completa,0,341.75
66,M,48,0,0,Hatchback,6,39194,18068,Pessoal,Sul,Grande,Básica,1,150.0
41,M,21,3,0,SUV,6,124733,21867,Pessoal,Sudeste,Media,Completa,1,1366.64
21,M,2,2,6,SUV,3,131274,19719,Pessoal,Sudeste,Pequena,Completa,1,2976.69
29,M,10,1,4,Sedan,12,20844,6533,Pessoal,Centro-Oeste,Pequena,Intermediária,1,150.0
54,F,34,1,6,Hatchback,6,39323,21553,Trabalho,Sudeste,Grande,Intermediária,0,420.94
54,M,34,0,0,Sedan,4,63189,22404,Trabalho,Nordeste,Grande,Intermediária,1,221.77
60,F,42,1,0,Hatchback,0,67328,12093,Trabalho,Nordeste,Grande,Intermediária,1,234.84
23,M,3,1,2,Sedan,9,35971,18156,Pessoal,Sudeste,Pequena,Básica,1,181.76
56,F,36,1,0,Minivan,3,80965,27850,Pessoal,Nordeste,Media,Básica,1,181.57
63,F,43,0,0,Sedan,6,52621,22231,Pessoal,Nordeste,Grande,Básica,1,184.82
41,F,23,0,0,Sedan,12,20000,18785,Pessoal,Nordeste,Grande,Intermediária,0,150.0
28,M,10,0,4,Sedan,14,20000,20591,Pessoal,Norte,Pequena,Básica,1,150.0
30,F,11,4,0,SUV,1,152596,19694,Pessoal,Sudeste,Media,Completa,1,1911.43
51,M,33,1,6,Sedan,1,65823,8346,Pessoal,Sudeste,Grande,Básica,0,275.73
42,F,23,1,6,SUV,0,147084,9013,Trabalho,Nordeste,Grande,Completa,0,1622.73
24,F,4,0,0,Sports,1,247455,29462,Pessoal,Nordeste,Grande,Completa,1,3000.0
69,F,50,0,4,Hatchback,9,20000,5031,Entrega,Norte,Media,Completa,0,150.0
21,M,2,2,2,Hatchback,13,20000,29752,Pessoal,Sul,Pequena,Intermediária,0,240.65
25,M,5,1,4,Sedan,7,49236,16156,Entrega,Centro-Oeste,Pequena,Básica,1,260.37
37,M,18,1,0,Hatchback,10,20000,15304,Pessoal,Sul,Media,Intermediária,1,155.59
46,M,28,0,4,Sedan,7,51236,12877,Pessoal,Sudeste,Pequena,Básica,0,178.01
68,F,50,2,0,Pickup,7,85819,11170,Pessoal,Sul,Grande,Completa,1,759.43
62,F,44,0,8,Sedan,14,20000,29214,Trabalho,Sul,Grande,Intermediária,1,187.59
63,F,45,0,0,SUV,0,157333,17078,Pessoal,Sul,Pequena,Intermediária,1,646.96
27,M,8,1,0,SUV,0,151700,7315,Pessoal,Centro-Oeste,Grande,Completa,1,930.92
60,F,41,0,4,Sports,11,185543,5065,Uber,Sudeste,Grande,Completa,1,2670.01
51,F,31,0,4,Sedan,9,28900,17420,Pessoal,Sul,Pequena,Completa,0,150.0
43,F,24,1,2,Hatchback,3,46945,23312,Pessoal,Sudeste,Grande,Intermediária,1,318.3
58,F,39,1,0,Sedan,5,49224,26395,Pessoal,Sul,Media,Intermediária,0,292.36
66,M,47,2,0,Hatchback,7,28758,12533,Trabalho,Norte,Pequena,Intermediária,0,156.61
20,F,0,1,8,Sports,12,194949,27609,Pessoal,Sudeste,Media,Básica,1,3000.0
23,M,5,0,4,SUV,1,137866,19204,Pessoal,Sudeste,Grande,Completa,0,2144.73
22,M,3,0,4,SUV,12,98630,20317,Pessoal,Nordeste,Grande,Intermediária,1,686.44
22,M,2,4,0,Sports,2,248220,26831,Pessoal,Centro-Oeste,Grande,Básica,1,3000.0
64,F,44,1,0,SUV,5,123268,20457,Trabalho,Centro-Oeste,Grande,Completa,1,1633.04
40,F,20,2,2,SUV,9,107813,21968,Pessoal,Centro-Oeste,Media,Intermediária,0,824.72
66,F,48,0,4,Hatchback,3,51732,27854,Pessoal,Norte,Grande,Completa,1,346.7
26,F,7,1,0,Hatchback,11,20000,28069,Pessoal,Sul,Grande,Completa,1,167.84
52,M,32,0,6,Sedan,1,77930,10244,Pessoal,Norte,Media,Completa,1,309.99
37,M,19,1,2,Pickup,6,84333,13154,Pessoal,Nordeste,Media,Básica,1,257.18
66,M,46,3,0,SUV,3,130399,29335,Pessoal,Sudeste,Pequena,Básica,0,1152.48
59,M,39,4,0,Sedan,7,52839,23132,Pessoal,Centro-Oeste,Grande,Completa,0,664.55
52,M,32,1,0,Pickup,7,93569,29054,Uber,Centro-Oeste,Pequena,Completa,1,892.09
67,M,47,1,2,SUV,6,117436,23588,Pessoal,Sul,Media,Intermediária,0,889.76
35,M,15,3,0,Sedan,9,39947,16822,Pessoal,Sul,Grande,Intermediária,1,184.93
34,F,16,1,0,Hatchback,8,23961,6892,Pessoal,Norte,Grande,Básica,1,150.0
41,M,22,0,4,Sports,3,233086,12018,Pessoal,Sudeste,Grande,Completa,1,2696.97
20,F,1,1,0,Sports,6,213682,15621,Uber,Sudeste,Media,Básica,1,3000.0
49,F,30,0,0,Minivan,9,63230,24477,Pessoal,Nordeste,Grande,Básica,1,150.0
52,M,33,1,0,Sports,9,196854,5973,Pessoal,Sudeste,Pequena,Intermediária,1,1167.54
55,M,37,1,2,Sedan,14,20000,25408,Trabalho,Sul,Media,Básica,1,150.0
30,M,12,1,4,SUV,11,95817,15834,Pessoal,Centro-Oeste,Pequena,Completa,1,693.44
64,M,46,0,0,Pickup,0,129278,11615,Pessoal,Centro-Oeste,Grande,Básica,1,347.39
42,F,22,0,4,SUV,3,132496,9329,Pessoal,Sul,Grande,Básica,1,418.28
26,M,6,1,2,Hatchback,1,45558,28099,Pessoal,Norte,Grande,Intermediária,1,239.85
21,M,1,2,0,Hatchback,8,29280,6477,Trabalho,Sul,Grande,Intermediária,1,318.95
31,M,12,1,0,SUV,4,121254,27073,Pessoal,Sudeste,Pequena,Básica,0,576.56
54,F,34,0,0,Sports,2,245667,12329,Pessoal,Sul,Grande,Intermediária,0,1594.95
51,F,32,3,0,SUV,3,143065,11444,Pessoal,Centro-Oeste,Grande,Intermediária,0,1122.56
28,F,8,3,4,SUV,5,131078,29881,Pessoal,Sudeste,Grande,Completa,0,2867.21
58,M,39,0,2,Minivan,9,55006,21385,Entrega,Sudeste,Grande,Básica,1,284.98
20,F,0,0,0,SUV,0,146283,29846,Pessoal,Nordeste,Pequena,Completa,0,1842.17
45,F,25,2,0,Sedan,6,48854,16406,Entrega,Sul,Media,Intermediária,1,381.19
46,F,28,2,0,SUV,7,117308,11843,Pessoal,Nordeste,Media,Básica,1,426.78
26,F,6,4,2,Pickup,6,83325,10972,Trabalho,Sudeste,Grande,Básica,0,811.98
20,M,0,3,0,Pickup,6,97625,20295,Pessoal,Norte,Pequena,Intermediária,0,1235.11
42,F,24,1,2,Pickup,8,73143,29287,Pessoal,Sudeste,Media,Básica,1,288.73
51,F,32,1,0,Hatchback,12,20000,10105,Uber,Sul,Grande,Intermediária,1,150.0
29,M,11,0,2,Sedan,3,67417,15931,Uber,Sul,Grande,Básica,1,293.11
59,M,41,0,6,Sports,13,193165,12702,Pessoal,Nordeste,Pequena,Intermediária,1,977.44
26,F,7,1,0,Sports,6,214675,24298,Pessoal,Nordeste,Media,Intermediária,1,1467.86
32,M,12,1,0,Sedan,8,47861,26540,Pessoal,Sudeste,Media,Básica,1,210.67
57,F,38,1,10,Sedan,14,20000,29682,Uber,Centro-Oeste,Grande,Intermediária,0,339.12
42,F,22,2,0,Minivan,4,77551,19136,Pessoal,Sudeste,Grande,Completa,1,819.85
22,F,2,0,2,Sports,1,251490,24552,Trabalho,Norte,Media,Básica,0,3000.0
28,M,9,1,0,Sports,14,172668,7599,Trabalho,Norte,Media,Completa,1,1319.66
51,F,33,0,2,Sports,4,237548,27100,Trabalho,Norte,Media,Intermediária,1,1762.12
41,M,22,1,0,SUV,3,139912,7235,Pessoal,Nordeste,Media,Completa,1,703.53
32,M,12,2,8,Hatchback,7,32541,24183,Pessoal,Norte,Grande,Básica,0,160.66
55,M,36,1,4,SUV,14,72246,28397,Entrega,Sul,Media,Completa,1,911.6
25,F,6,5,4,Sedan,4,56653,10473,Trabalho,Nordeste,Pequena,Intermediária,1,372.3
22,M,2,0,4,Hatchback,8,21133,5018,Trabalho,Centro-Oeste,Pequena,Intermediária,1,182.91
65,F,47,1,2,SUV,8,107649,5858,Pessoal,Norte,Grande,Intermediária,0,699.53
43,F,24,0,0,Hatchback,2,56895,10380,Trabalho,Sudeste,Grande,Básica,1,150.0
35,F,15,1,6,SUV,12,88441,8032,Pessoal,Sul,Pequena,Completa,1,503.78
23,F,3,3,8,SUV,9,95888,25889,Pessoal,Sudeste,Media,Intermediária,1,1699.37
54,M,35,1,0,Sedan,14,20000,27173,Trabalho,Centro-Oeste,Media,Básica,1,150.0
65,F,47,3,8,Sedan,5,53791,23915,Pessoal,Sul,Pequena,Básica,1,322.24
30,M,11,0,2,Sedan,5,64406,12471,Trabalho,Sudeste,Media,Básica,0,150.0
45,F,27,3,2,Sedan,3,73914,9719,Pessoal,Sudeste,Media,Intermediária,0,550.61
22,M,4,0,0,Minivan,10,51075,17943,Pessoal,Sudeste,Grande,Intermediária,1,373.35
30,M,12,3,0,Sedan,12,25204,9863,Pessoal,Sudeste,Grande,Intermediária,1,150.0
34,F,16,0,0,Sedan,9,43448,9038,Pessoal,Sul,Grande,Intermediária,0,159.48
67,M,48,0,0,Hatchback,2,49950,23836,Pessoal,Norte,Pequena,Intermediária,1,211.38
57,M,37,1,2,Hatchback,0,55413,7846,Trabalho,Nordeste,Grande,Intermediária,1,261.26
62,F,42,3,0,Sedan,11,21537,13064,Trabalho,Sul,Media,Básica,0,230.79
49,F,29,0,0,Pickup,6,83569,16394,Pessoal,Nordeste,Pequena,Básica,1,173.2
46,F,26,0,10,Pickup,14,41242,11622,Pessoal,Centro-Oeste,Media,Básica,0,226.53
68,M,48,3,0,Sedan,14,20000,17295,Trabalho,Sul,Media,Completa,0,268.59
20,F,0,0,0,Sedan,4,60487,24846,Trabalho,Sudeste,Grande,Intermediária,1,719.78
57,M,38,0,0,Minivan,13,43309,16782,Trabalho,Centro-Oeste,Pequena,Completa,1,235.69
51,F,33,1,0,Pickup,9,68395,6159,Trabalho,Sudeste,Grande,Intermediária,0,462.37
57,F,37,0,4,Hatchback,14,20000,9626,Pessoal,Nordeste,Grande,Completa,1,150.0
44,F,25,3,2,Sedan,6,59127,28440,Pessoal,Sudeste,Grande,Intermediária,0,634.66
30,M,10,2,4,SUV,0,148039,8722,Pessoal,Sul,Grande,Intermediária,0,1094.24
62,M,42,1,0,Hatchback,7,23198,16630,Pessoal,Norte,Grande,Básica,0,150.0
50,M,32,4,2,Sedan,2,61586,24944,Trabalho,Sul,Media,Intermediária,0,627.87
23,M,5,1,0,SUV,6,127209,16274,Pessoal,Centro-Oeste,Grande,Completa,0,1633.59
41,M,23,0,0,Hatchback,11,20000,27501,Uber,Sul,Media,Básica,1,150.0
36,F,16,0,0,SUV,2,147652,19888,Trabalho,Sudeste,Grande,Básica,1,611.0
33,M,13,1,0,Pickup,13,48436,11589,Uber,Sudeste,Grande,Intermediária,0,474.03
57,F,37,0,0,Pickup,2,108089,20473,Uber,Sul,Media,Completa,0,936.49
45,M,27,3,0,SUV,9,111057,28233,Pessoal,Sudeste,Pequena,Intermediária,0,1064.44
50,F,31,2,10,Pickup,8,71310,7243,Trabalho,Sul,Pequena,Básica,1,300.23
65,F,45,0,0,Sedan,12,20000,13177,Pessoal,Sudeste,Pequena,Intermediária,1,150.0
58,M,38,1,0,Pickup,1,120465,6760,Pessoal,Centro-Oeste,Media,Intermediária,0,524.39
30,M,10,2,0,Sedan,13,20000,21202,Trabalho,Sul,Media,Completa,1,153.35
60,F,41,3,2,Sedan,3,55477,10442,Pessoal,Nordeste,Media,Completa,1,429.83
62,M,42,3,0,Hatchback,5,33906,29063,Entrega,Sul,Media,Intermediária,0,401.46
42,F,23,1,6,SUV,13,84868,24059,Trabalho,Sul,Grande,Básica,1,554.56
59,F,39,2,8,Sports,2,248546,28508,Trabalho,Centro-Oeste,Media,Completa,1,3000.0
53,F,34,1,0,SUV,11,85508,27165,Pessoal,Sudeste,Grande,Intermediária,0,726.65
44,M,24,1,0,Sedan,9,32319,19965,Trabalho,Sudeste,Grande,Completa,1,265.45
55,F,37,0,0,SUV,13,75381,8236,Pessoal,Sul,Media,Intermediária,1,253.79
24,F,6,0,2,SUV,9,110287,20611,Trabalho,Nordeste,Grande,Completa,1,1303.79
22,F,4,1,0,SUV,6,111845,27282,Pessoal,Centro-Oeste,Grande,Completa,0,1744.47
60,M,42,0,0,Hatchback,6,32562,13235,Trabalho,Sul,Grande,Intermediária,1,150.0
62,F,42,0,0,Pickup,14,49910,20829,Pessoal,Sudeste,Pequena,Completa,1,431.05
68,M,50,2,2,Sports,4,224629,13680,Pessoal,Nordeste,Grande,Básica,1,1828.45
48,F,29,0,0,Minivan,2,85704,25660,Pessoal,Sudeste,Grande,Completa,1,543.2
40,M,22,1,0,Sedan,1,66776,16340,Pessoal,Sul,Pequena,Completa,0,360.37
59,F,41,1,2,Hatchback,14,20000,26107,Trabalho,Sudeste,Media,Intermediária,1,191.09
27,M,9,4,2,SUV,14,88668,14148,Pessoal,Sul,Grande,Intermediária,1,740.85
49,F,29,1,6,Hatchback,3,50228,15306,Pessoal,Sudeste,Grande,Intermediária,1,386.1
60,F,42,0,0,SUV,13,76244,27028,Pessoal,Nordeste,Grande,Completa,1,447.57
47,F,28,1,4,Minivan,14,21333,22499,Pessoal,Sudeste,Grande,Completa,1,214.34
56,M,38,2,2,Hatchback,12,20000,23165,Pessoal,Sudeste,Grande,Intermediária,0,150.0
48,M,30,5,0,Minivan,3,92584,16018,Trabalho,Norte,Grande,Completa,1,1018.58
35,F,17,1,2,Pickup,10,78178,23260,Pessoal,Sudeste,Pequena,Intermediária,1,410.93
53,M,34,0,0,Sports,7,220579,26747,Pessoal,Sudeste,Media,Básica,1,1168.81
19,F,1,3,8,Pickup,7,92838,29916,Pessoal,Sudeste,Media,Intermediária,1,2358.18
31,F,12,0,0,SUV,12,81933,16142,Pessoal,Centro-Oeste,Grande,Intermediária,1,315.08
30,F,11,1,2,Sedan,4,50746,24759,Pessoal,Sudeste,Grande,Básica,1,253.25
46,M,28,1,0,SUV,12,89032,24134,Pessoal,Sudeste,Pequena,Intermediária,1,416.35
29,F,10,0,8,Sedan,5,51827,14546,Trabalho,Norte,Grande,Intermediária,0,353.33
56,F,36,0,0,SUV,7,121197,8276,Pessoal,Nordeste,Pequena,Completa,0,567.77
19,M,1,0,8,SUV,14,70792,21832,Pessoal,Centro-Oeste,Media,Básica,1,637.15
49,F,31,1,6,SUV,0,146927,26921,Pessoal,Sudeste,Pequena,Intermediária,1,1137.54
30,M,11,3,0,Minivan,4,87651,21008,Trabalho,Sudeste,Grande,Intermediária,1,815.63
63,M,44,0,4,Sports,3,234742,9172,Entrega,Sul,Grande,Completa,0,3000.0
44,M,26,2,12,Sedan,3,61369,18183,Pessoal,Sudeste,Media,Intermediária,1,522.47
66,M,46,0,0,SUV,10,104800,17836,Entrega,Nordeste,Media,Completa,0,1059.27
58,F,39,1,0,SUV,1,154074,13989,Pessoal,Sudeste,Grande,Completa,1,1223.89
34,M,15,0,2,SUV,9,102874,24880,Pessoal,Nordeste,Pequena,Intermediária,1,408.05
57,M,37,3,0,Pickup,0,126676,18740,Pessoal,Sul,Grande,Básica,0,736.4
48,M,28,2,0,SUV,13,81864,18102,Pessoal,Sudeste,Grande,Completa,0,1074.63
51,F,33,1,0,Hatchback,14,20000,20357,Pessoal,Centro-Oeste,Media,Intermediária,0,150.0
41,F,21,2,0,Sports,5,233032,23566,Pessoal,Sudeste,Media,Intermediária,0,2962.49
62,M,44,1,0,Pickup,6,91008,20613,Pessoal,Nordeste,Pequena,Intermediária,1,401.11
52,M,32,4,0,Sedan,4,62102,8326,Pessoal,Norte,Grande,Completa,0,600.04
65,F,46,2,6,Hatchback,14,20000,5719,Pessoal,Sul,Grande,Completa,1,160.4
23,M,5,3,4,SUV,7,116110,22906,Pessoal,Sul,Media,Completa,1,1893.63
36,M,18,1,0,Sedan,8,35171,28140,Uber,Sul,Grande,Intermediária,1,256.59
47,M,29,0,2,Sedan,10,29589,28011,Pessoal,Centro-Oeste,Grande,Intermediária,0,196.8
24,F,4,1,2,SUV,10,108077,6069,Trabalho,Sudeste,Media,Básica,1,625.33
27,M,8,0,8,SUV,1,141710,26946,Trabalho,Centro-Oeste,Grande,Básica,1,765.29
58,M,40,1,0,Sedan,10,37421,12749,Pessoal,Sudeste,Media,Completa,1,221.26
49,M,31,1,0,Hatchback,12,20000,17935,Pessoal,Centro-Oeste,Grande,Intermediária,1,150.0
51,F,33,1,6,Pickup,3,109937,9887,Pessoal,Nordeste,Media,Intermediária,0,504.5
45,M,27,0,8,Sedan,10,29754,26058,Pessoal,Sudeste,Media,Intermediária,0,229.66
32,F,13,0,4,Sedan,8,37048,16267,Pessoal,Sudeste,Grande,Completa,1,247.18
47,M,27,1,4,Pickup,4,99483,23540,Pessoal,Sul,Grande,Básica,1,348.41
54,M,35,4,0,Sedan,2,77545,12944,Pessoal,Sudeste,Grande,Intermediária,1,626.33
46,F,28,0,2,Minivan,5,82413,20934,Uber,Sudeste,Grande,Intermediária,1,613.87
39,M,20,1,0,Hatchback,14,20000,17747,Pessoal,Sudeste,Media,Intermediária,1,155.57
21,F,3,2,0,SUV,2,145354,15505,Trabalho,Norte,Pequena,Completa,0,1754.91
37,F,17,1,4,Sedan,13,20000,18449,Pessoal,Norte,Media,Completa,0,150.0
49,F,29,0,0,Sedan,4,58709,16697,Uber,Nordeste,Media,Intermediária,1,295.93
53,M,33,1,0,Sedan,2,75760,9139,Pessoal,Sudeste,Grande,Completa,0,501.96
67,F,49,0,8,Sedan,5,56023,20221,Pessoal,Centro-Oeste,Grande,Intermediária,1,443.5
21,M,2,4,0,Hatchback,11,20000,27013,Uber,Sudeste,Pequena,Completa,1,655.37
44,F,24,0,10,Sedan,9,36145,12087,Trabalho,Sul,Pequena,Básica,1,150.0
34,F,16,0,12,SUV,4,134491,26462,Pessoal,Sudeste,Media,Completa,1,1487.54
29,F,11,0,2,Hatchback,13,20000,27789,Pessoal,Sul,Grande,Intermediária,1,150.0
39,M,20,0,0,Sedan,8,37392,28255,Trabalho,Sudeste,Media,Básica,1,150.0
34,F,14,2,0,Sedan,2,71447,5632,Trabalho,Sudeste,Grande,Básica,1,306.56
27,M,9,0,0,Sedan,5,64650,7199,Pessoal,Norte,Media,Intermediária,1,150.0
18,F,0,0,0,Sedan,7,43587,19548,Pessoal,Sudeste,Pequena,Intermediária,1,277.71
39,M,19,1,0,Hatchback,6,30129,16255,Trabalho,Norte,Grande,Básica,1,150.0
43,M,24,0,10,SUV,5,128907,26737,Pessoal,Sul,Pequena,Intermediária,0,810.1
35,F,16,0,0,Pickup,13,50428,24294,Trabalho,Sul,Pequena,Intermediária,0,246.1
67,F,49,2,4,SUV,14,72589,22006,Pessoal,Sudeste,Pequena,Intermediária,0,763.12
31,M,13,2,0,SUV,1,138034,11073,Entrega,Centro-Oeste,Media,Completa,1,1381.78
64,F,46,3,2,SUV,14,70169,21744,Trabalho,Sul,Grande,Básica,1,711.59
46,M,27,3,6,Hatchback,6,23239,15559,Trabalho,Sul,Media,Intermediária,1,229.93
29,M,11,1,0,Sedan,7,38415,27749,Pessoal,Sudeste,Grande,Completa,1,309.25
53,M,34,0,0,Sedan,0,89952,21097,Pessoal,Sudeste,Grande,Intermediária,1,411.85
52,M,33,2,2,Hatchback,14,20000,13401,Pessoal,Centro-Oeste,Grande,Intermediária,0,158.89
69,M,51,2,4,SUV,8,103484,16659,Trabalho,Sudeste,Media,Intermediária,0,1420.13
29,F,9,2,2,SUV,3,143225,14122,Trabalho,Sul,Grande,Intermediária,1,1079.96
24,M,4,1,0,Hatchback,7,29923,18894,Pessoal,Nordeste,Grande,Intermediária,1,177.39
46,M,26,0,0,SUV,14,76844,25327,Trabalho,Sudeste,Grande,Completa,0,864.51
28,F,9,2,8,Hatchback,9,24410,26253,Trabalho,Centro-Oeste,Media,Básica,1,150.0
50,M,31,2,6,SUV,6,113965,29512,Pessoal,Nordeste,Media,Completa,1,1164.62
23,M,4,4,0,Hatchback,13,20000,5877,Pessoal,Norte,Grande,Básica,1,150.0
64,F,46,0,4,Hatchback,12,20000,18775,Trabalho,Sudeste,Pequena,Intermediária,0,150.0
32,F,13,0,0,SUV,9,112530,26179,Pessoal,Centro-Oeste,Grande,Completa,1,761.66
49,F,31,0,0,Hatchback,6,35285,29175,Trabalho,Sudeste,Media,Completa,0,342.12
68,F,50,2,0,Sports,1,235111,15691,Pessoal,Centro-Oeste,Media,Completa,1,3000.0
28,F,8,0,0,SUV,0,156143,21110,Entrega,Sudeste,Media,Completa,1,1409.66
40,M,20,0,2,SUV,3,141976,7523,Pessoal,Sudeste,Grande,Intermediária,1,695.16
43,F,23,5,0,Pickup,11,62413,17543,Pessoal,Nordeste,Pequena,Intermediária,1,314.61
51,M,33,0,0,Hatchback,1,59726,11270,Pessoal,Sul,Pequena,Intermediária,0,238.95
63,F,45,2,4,Sedan,7,52622,29967,Pessoal,Nordeste,Media,Intermediária,0,497.76
51,M,33,0,2,Sports,9,200983,28007,Pessoal,Nordeste,Media,Intermediária,1,1404.19
46,F,27,2,2,Sedan,6,59178,10088,Pessoal,Sudeste,Grande,Intermediária,1,363.81
21,M,3,1,6,Hatchback,7,25321,12564,Entrega,Sudeste,Media,Intermediária,0,269.92
34,F,14,3,0,Pickup,10,71061,12066,Uber,Sudeste,Grande,Completa,1,930.31
52,M,32,3,2,Minivan,5,68598,11545,Pessoal,Norte,Media,Intermediária,0,309.35
30,F,12,0,4,Sedan,0,71526,7321,Trabalho,Sul,Grande,Básica,0,271.99
58,F,40,0,2,Hatchback,13,20000,18132,Pessoal,Sudeste,Media,Intermediária,1,150.0
56,M,36,0,0,SUV,12,81969,29533,Trabalho,Centro-Oeste,Grande,Intermediária,1,460.04
32,F,14,1,0,SUV,12,89143,29509,Trabalho,Norte,Grande,Intermediária,1,614.66
46,F,26,3,6,Sedan,11,32886,13330,Pessoal,Nordeste,Grande,Completa,1,296.54
46,F,27,1,0,Hatchback,8,21528,13294,Trabalho,Centro-Oeste,Grande,Intermediária,1,150.0
28,M,8,1,6,SUV,5,123301,18553,Trabalho,Sul,Media,Completa,0,1432.12
69,M,50,0,2,Sedan,11,20000,10333,Pessoal,Sudeste,Media,Intermediária,1,150.0
49,M,31,2,2,Hatchback,12,20000,12858,Uber,Sul,Media,Intermediária,1,151.56
19,M,1,4,4,Hatchback,9,20000,25703,Uber,Nordeste,Media,Completa,0,690.53
64,F,45,0,2,Pickup,0,124520,10389,Pessoal,Centro-Oeste,Media,Básica,1,367.14
31,M,13,1,0,Sports,0,243011,23232,Trabalho,Nordeste,Grande,Básica,1,1723.07
37,F,18,0,2,SUV,7,109126,8205,Entrega,Centro-Oeste,Grande,Básica,1,388.27
39,M,21,1,4,Minivan,5,65613,7161,Pessoal,Sudeste,Grande,Intermediária,0,370.44
28,F,8,1,0,Sports,7,219082,22848,Pessoal,Sul,Media,Básica,0,1289.5
44,F,26,0,0,Sedan,7,51482,5643,Pessoal,Sudeste,Grande,Completa,0,296.79
20,F,0,1,0,Sedan,14,20000,19986,Uber,Sul,Grande,Intermediária,1,304.57
34,M,14,0,6,SUV,10,99002,16628,Trabalho,Centro-Oeste,Media,Intermediária,1,537.71
61,M,42,1,0,SUV,13,94721,10351,Pessoal,Sul,Pequena,Básica,1,316.09
45,M,27,1,2,Hatchback,7,20000,9553,Entrega,Centro-Oeste,Media,Intermediária,1,150.0
46,M,27,0,0,Hatchback,9,20000,11518,Trabalho,Centro-Oeste,Media,Intermediária,0,150.0
38,M,20,2,0,Hatchback,14,20000,10723,Uber,Sudeste,Media,Intermediária,1,169.45
